Quintile,Job,Value,Year
4,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",107,2009
4,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",105,2009
4,"Production, Planning, and Expediting Clerks",105,2009
4,"Counselors, All Other",107,2009
4,"Radio, Cellular, and Tower Equipment Installers and Repairers",104,2009
4,"Education Administrators, Preschool and Childcare Center/Program",106,2009
4,Clergy,106,2009
4,"Tank Car, Truck, and Ship Loaders",118,2009
4,Graphic Designers,105,2009
4,Medical Equipment Repairers,105,2009
4,"Pump Operators, Except Wellhead Pumpers",101,2009
4,"Fine Artists, Including Painters, Sculptors, and Illustrators",105,2009
4,Locomotive Firers,104,2009
4,Survey Researchers,96,2009
4,"Media and Communication Workers, All Other",102,2009
4,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",106,2009
4,Firefighters,104,2009
4,Tapers,106,2009
4,"Designers, All Other",101,2009
4,Environmental Engineering Technicians,104,2009
4,Interpreters and Translators,109,2009
4,Wellhead Pumpers,105,2009
4,Private Detectives and Investigators,112,2009
4,"Meeting, Convention, and Event Planners",103,2009
4,"First-Line Supervisors of Protective Service Workers, All Other",103,2009
4,"Model Makers, Metal and Plastic",102,2009
4,Reinforcing Iron and Rebar Workers,104,2009
4,Rail-Track Laying and Maintenance Equipment Operators,108,2009
4,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",108,2009
4,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",100,2009
4,Bridge and Lock Tenders,108,2009
4,"Mobile Heavy Equipment Mechanics, Except Engines",106,2009
4,"Drafters, All Other",101,2009
4,Structural Iron and Steel Workers,106,2009
4,"Healthcare Practitioners and Technical Workers, All Other",110,2009
4,Advertising Sales Agents,101,2009
4,Sound Engineering Technicians,100,2009
4,Computer support specialists,104,2009
4,Brickmasons and Blockmasons,106,2009
4,Marriage and Family Therapists,108,2009
4,Farm and Home Management Advisors,106,2009
4,Respiratory Therapy Technicians,110,2009
4,Lodging Managers,105,2009
4,"Mining Machine Operators, All Other",108,2009
4,Commercial Divers,126,2009
4,"Derrick Operators, Oil and Gas",114,2009
4,Industrial Machinery Mechanics,105,2009
4,rc_Law clerks/Paralegals and legal assistants/Judicial Law Clerks,104,2009
4,Tool and Die Makers,104,2009
4,Chemical Equipment Operators and Tenders,102,2009
4,Crane and Tower Operators,110,2009
4,Archivists,108,2009
4,Music Directors and Composers,112,2009
4,Occupational Health and Safety Technicians,102,2009
4,Executive Secretaries and Executive Administrative Assistants,108,2009
4,Civil Engineering Technicians,108,2009
4,Interior Designers,105,2009
4,Architectural and Civil Drafters,105,2009
4,Aircraft Cargo Handling Supervisors,113,2009
4,Mine Cutting and Channeling Machine Operators,108,2009
4,Food Service Managers,106,2009
4,"Vocational Education Teachers, Postsecondary",105,2009
4,Fish and Game Wardens,102,2009
4,Airfield Operations Specialists,109,2009
4,Court Reporters,105,2009
4,Insurance Sales Agents,103,2009
4,Probation Officers and Correctional Treatment Specialists,105,2009
4,"Loading Machine Operators, Underground Mining",114,2009
4,Pile-Driver Operators,97,2009
4,Rail Car Repairers,103,2009
4,Adult Basic and Secondary Education and Literacy Teachers and Instructors,103,2009
4,"Explosives Workers, Ordnance Handling Experts, and Blasters",102,2009
4,Musicians and Singers,112,2009
4,"Plumbers, Pipefitters, and Steamfitters",105,2009
4,"Rotary Drill Operators, Oil and Gas",122,2009
4,Gaming Supervisors,112,2009
4,First-Line Supervisors of Office and Administrative Support Workers,105,2009
4,Millwrights,104,2009
4,Appraisers and Assessors of Real Estate,104,2009
4,Curators,104,2009
4,Healthcare Social Workers,104,2009
4,Electricians,105,2009
4,Set and Exhibit Designers,105,2009
4,Mechanical Drafters,107,2009
4,"Tax Examiners and Collectors, and Revenue Agents",103,2009
4,"rc_Therapists, All Other/Exercise Physiologists",102,2009
4,"Sales Representatives, Services, All Other",102,2009
4,"Control and Valve Installers and Repairers, Except Mechanical Door",102,2009
4,Industrial Engineering Technicians,98,2009
4,Gas Compressor and Gas Pumping Station Operators,108,2009
4,"Electrical and Electronics Installers and Repairers, Transportation Equipment",104,2009
4,Film and Video Editors,106,2009
4,"Railroad Brake, Signal, and Switch Operators",94,2009
4,Telecommunications Line Installers and Repairers,104,2009
4,"Wholesale and Retail Buyers, Except Farm Products",104,2009
4,Electro-Mechanical Technicians,103,2009
4,Continuous Mining Machine Operators,107,2009
4,Mechanical Engineering Technicians,104,2009
4,Cardiovascular Technologists and Technicians,107,2009
4,Mine Shuttle Car Operators,111,2009
4,Physical Therapist Assistants,109,2009
4,"Precision Instrument and Equipment Repairers, All Other",106,2009
4,Locomotive Engineers,83,2009
4,"rc_Morticians, Undertakers, and Funeral Directors/Funeral Service Managers",108,2009
4,Historians,100,2009
4,"Property, Real Estate, and Community Association Managers",111,2009
4,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",108,2009
4,"Legal Support Workers, All Other",107,2009
4,Geological and Petroleum Technicians,104,2009
4,Forensic Science Technicians,108,2009
4,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",120,2009
4,Postal Service Clerks,117,2009
4,"Plant and System Operators, All Other",106,2009
4,Occupational Therapy Assistants,112,2009
4,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,105,2009
4,Construction and Building Inspectors,107,2009
4,Stationary Engineers and Boiler Operators,108,2009
4,"Educational, Guidance, School, and Vocational Counselors",106,2009
4,Editors,105,2009
4,Fire Inspectors and Investigators,106,2009
4,First-Line Supervisors of Production and Operating Workers,107,2009
4,Public Relations Specialists,104,2009
4,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",100,2009
4,"Roof Bolters, Mining",110,2009
4,Chemical Plant and System Operators,107,2009
4,"Telecommunications Equipment Installers and Repairers, Except Line Installers",103,2009
4,"Social Workers, All Other",108,2009
4,Railroad Conductors and Yardmasters,92,2009
4,"Rail Transportation Workers, All Other",111,2009
4,Transit and Railroad Police,110,2009
4,Aircraft Mechanics and Service Technicians,108,2009
4,Dietitians and Nutritionists,106,2009
4,Police and Sheriff's Patrol Officers,107,2009
4,Avionics Technicians,105,2009
4,Librarians,105,2009
4,Broadcast News Analysts,103,2009
4,Signal and Track Switch Repairers,101,2009
4,"rc_Employment, recruitment, and placement specialists/Human resources, training, and labor relations specialists, all other/Labor Relations Specialists/Human Resources Specialists",104,2009
4,Electrical and Electronics Drafters,106,2009
4,"Buyers and Purchasing Agents, Farm Products",110,2009
4,Respiratory Therapists,107,2009
4,Training and development specialists,105,2009
4,Writers and Authors,106,2009
4,Foresters,103,2009
4,rc_Magnetic Resonance Imaging Technologists/Radiologic Technologists,106,2009
4,"Mathematical Science Occupations, All Other",89,2009
4,Surveyors,105,2009
4,Postal Service Mail Carriers,117,2009
4,Boilermakers,111,2009
4,Mathematical Technicians,107,2009
4,Anthropologists and Archeologists,101,2009
4,Cartographers and Photogrammetrists,106,2009
4,Medical and Clinical Laboratory Technologists,107,2009
4,Zoologists and Wildlife Biologists,103,2009
4,Electrical and Electronics Engineering Technicians,105,2009
4,First-Line Supervisors of Correctional Officers,104,2009
4,Food Scientists and Technologists,103,2009
4,Real Estate Brokers,95,2009
4,"Insurance Appraisers, Auto Damage",108,2009
4,Soil and Plant Scientists,102,2009
4,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",104,2009
4,Cost Estimators,104,2009
4,"Compensation, benefits, and job analysis specialists",107,2009
4,"Engineering Technicians, Except Drafters, All Other",103,2009
4,Commercial and Industrial Designers,103,2009
4,First-Line Supervisors of Construction Trades and Extraction Workers,104,2009
4,Emergency management specialists,109,2009
4,Loan Officers,104,2009
4,"Artists and Related Workers, All Other",119,2009
4,Social and Community Service Managers,104,2009
4,"Claims Adjusters, Examiners, and Investigators",107,2009
4,Instructional Coordinators,106,2009
4,"First-Line Supervisors of Mechanics, Installers, and Repairers",106,2009
4,Market research analysts,102,2009
4,Credit Analysts,105,2009
4,Conservation Scientists,107,2009
4,Gas Plant Operators,103,2009
4,"Financial Specialists, All Other",105,2009
4,"Arbitrators, Mediators, and Conciliators",108,2009
4,Multimedia Artists and Animators,107,2009
4,Aerospace Engineering and Operations Technicians,104,2009
4,Animal Scientists,118,2009
4,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",107,2009
4,Compliance Officers,103,2009
4,Orthotists and Prosthetists,103,2009
4,Subway and Streetcar Operators,112,2009
4,Insurance Underwriters,106,2009
4,Fashion Designers,102,2009
4,Postmasters and Mail Superintendents,102,2009
4,Electrical Power-Line Installers and Repairers,108,2009
5,"Agents and Business Managers of Artists, Performers, and Athletes",93,2009
5,Accountants and Auditors,106,2009
5,"Environmental Scientists and Specialists, Including Health",104,2009
5,Transportation Inspectors,109,2009
5,Landscape Architects,105,2009
5,"Makeup Artists, Theatrical and Performance",89,2009
5,"Business Operations Specialists, All Other",106,2009
5,Gaming Managers,105,2009
5,Urban and Regional Planners,107,2009
5,Epidemiologists,103,2009
5,"Life Scientists, All Other",108,2009
5,Technical Writers,104,2009
5,Diagnostic Medical Sonographers,105,2009
5,Power Plant Operators,107,2009
5,"Captains, Mates, and Pilots of Water Vessels",112,2009
5,Chiropractors,103,2009
5,Microbiologists,110,2009
5,Occupational Health and Safety Specialists,105,2009
5,"Kindergarten Teachers, Except Special Education",106,2009
5,rc_Nurse Midwives/Nurse Anesthetists/Registered Nurses/Nurse Practitioners,106,2009
5,Personal Financial Advisors,101,2009
5,"Clinical, Counseling, and School Psychologists",106,2009
5,First-Line Supervisors of Fire Fighting and Prevention Workers,105,2009
5,"Media and Communication Equipment Workers, All Other",111,2009
5,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",106,2009
5,Nuclear Technicians,102,2009
5,Budget Analysts,105,2009
5,"rc_Farm, ranch, and other agricultural managers/Farmers and ranchers",107,2009
5,Audiologists,106,2009
5,Speech-Language Pathologists,107,2009
5,First-Line Supervisors of Non-Retail Sales Workers,101,2009
5,Nuclear Medicine Technologists,105,2009
5,Dental Hygienists,104,2009
5,Ship Engineers,113,2009
5,"Elementary School Teachers, Except Special Education",107,2009
5,"Middle School Teachers, Except Special and Career/Technical Education",106,2009
5,Producers and Directors,109,2009
5,"rc_Special Education Teachers, Preschool/Special Education Teachers, Kindergarten and Elementary School",105,2009
5,Power Distributors and Dispatchers,106,2009
5,"Securities, Commodities, and Financial Services Sales Agents",98,2009
5,Chemists,107,2009
5,Operations Research Analysts,105,2009
5,"Career/Technical Education Teachers, Middle School",107,2009
5,Network and computer systems administrators,105,2009
5,"Biological Scientists, All Other",105,2009
5,"Health Diagnosing and Treating Practitioners, All Other",102,2009
5,Logisticians,106,2009
5,rc_Web Developers/Computer Network Architects/Information Security Analysts/Computer Network Support Specialists,107,2009
5,"Architects, Except Landscape and Naval",108,2009
5,Commercial Pilots,107,2009
5,"Secondary School Teachers, Except Special and Career/Technical Education",106,2009
5,"Career/Technical Education Teachers, Secondary School",105,2009
5,Agricultural Engineers,103,2009
5,Computer programmers,104,2009
5,Detectives and Criminal Investigators,104,2009
5,"Special education teachers, middle school",106,2009
5,Geographers,109,2009
5,Sociologists,114,2009
5,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",105,2009
5,Nuclear Power Reactor Operators,103,2009
5,Occupational Therapists,109,2009
5,Hydrologists,108,2009
5,Statisticians,104,2009
5,"Special education teachers, secondary school",107,2009
5,Financial Examiners,108,2009
5,"Social Scientists and Related Workers, All Other",104,2009
5,Elevator Installers and Repairers,102,2009
5,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",106,2009
5,"Education Administrators, All Other",107,2009
5,Financial Analysts,105,2009
5,"Medical Scientists, Except Epidemiologists",116,2009
5,Database administrators,106,2009
5,"Recreation and Fitness Studies Teachers, Postsecondary",106,2009
5,"Criminal Justice and Law Enforcement Teachers, Postsecondary",113,2009
5,Radiation Therapists,106,2009
5,"Foreign Language and Literature Teachers, Postsecondary",106,2009
5,First-Line Supervisors of Police and Detectives,105,2009
5,Management Analysts,106,2009
5,Industrial Engineers,105,2009
5,"Education Teachers, Postsecondary",108,2009
5,Civil Engineers,107,2009
5,Computer systems analysts,105,2009
5,Physical Therapists,107,2009
5,"English Language and Literature Teachers, Postsecondary",109,2009
5,Mechanical Engineers,107,2009
5,Art Directors,109,2009
5,Environmental Engineers,106,2009
5,Administrative Services Managers,106,2009
5,"Computer specialists, all other",108,2009
5,Biochemists and Biophysicists,104,2009
5,"Transportation, Storage, and Distribution Managers",104,2009
5,Construction Managers,108,2009
5,"Art, Drama, and Music Teachers, Postsecondary",109,2009
5,"Communications Teachers, Postsecondary",108,2009
5,Industrial-Organizational Psychologists,103,2009
5,"Mining and Geological Engineers, Including Mining Safety Engineers",107,2009
5,"Social Work Teachers, Postsecondary",108,2009
5,Veterinarians,107,2009
5,Materials Engineers,108,2009
5,"Home Economics Teachers, Postsecondary",111,2009
5,"Postsecondary Teachers, All Other",103,2009
5,"Nursing Instructors and Teachers, Postsecondary",107,2009
5,"Education Administrators, Postsecondary",109,2009
5,"Mathematical Science Teachers, Postsecondary",109,2009
5,"Philosophy and Religion Teachers, Postsecondary",109,2009
5,Biomedical Engineers,105,2009
5,"Administrative Law Judges, Adjudicators, and Hearing Officers",113,2009
5,"Library Science Teachers, Postsecondary",107,2009
5,"History Teachers, Postsecondary",107,2009
5,Electrical Engineers,105,2009
5,Marine Engineers and Naval Architects,98,2009
5,"Sociology Teachers, Postsecondary",111,2009
5,Advertising and Promotions Managers,105,2009
5,Medical and Health Services Managers,106,2009
5,Materials Scientists,105,2009
5,Industrial Production Managers,106,2009
5,Atmospheric and Space Scientists,108,2009
5,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",110,2009
5,"Psychologists, All Other",109,2009
5,"Computer software engineers, applications",105,2009
5,"Geography Teachers, Postsecondary",107,2009
5,"Psychology Teachers, Postsecondary",108,2009
5,"Geoscientists, Except Hydrologists and Geographers",107,2009
5,Physician Assistants,108,2009
5,"Physical Scientists, All Other",107,2009
5,"Electronics Engineers, Except Computer",107,2009
5,Sales Engineers,104,2009
5,Economists,108,2009
5,"Engineers, All Other",105,2009
5,"Social Sciences Teachers, Postsecondary, All Other",113,2009
5,Actuaries,102,2009
5,Chemical Engineers,108,2009
5,"Chemistry Teachers, Postsecondary",108,2009
5,Compensation and benefits managers,108,2009
5,Training and development managers,104,2009
5,General and Operations Managers,104,2009
5,Public Relations and Fundraising Managers,104,2009
5,"Architecture Teachers, Postsecondary",107,2009
5,"Political Science Teachers, Postsecondary",109,2009
5,"Computer Science Teachers, Postsecondary",111,2009
5,Astronomers,106,2009
5,Optometrists,103,2009
5,"Business Teachers, Postsecondary",113,2009
5,"Biological Science Teachers, Postsecondary",103,2009
5,"Computer software engineers, systems software",105,2009
5,"Human resources managers, all other",104,2009
5,Purchasing Managers,107,2009
5,"Managers, All Other",107,2009
5,Computer Hardware Engineers,108,2009
5,Mathematicians,103,2009
5,"Anthropology and Archeology Teachers, Postsecondary",108,2009
5,Political Scientists,114,2009
5,"Computer and information scientists, research",104,2009
5,"Environmental Science Teachers, Postsecondary",101,2009
5,Aerospace Engineers,104,2009
5,Nuclear Engineers,103,2009
5,"Physics Teachers, Postsecondary",107,2009
5,Sales Managers,102,2009
5,Physicists,110,2009
5,"Agricultural Sciences Teachers, Postsecondary",98,2009
5,"Health Specialties Teachers, Postsecondary",105,2009
5,"Forestry and Conservation Science Teachers, Postsecondary",105,2009
5,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",107,2009
5,Financial Managers,106,2009
5,Lawyers,107,2009
5,"Airline Pilots, Copilots, and Flight Engineers",103,2009
5,Natural Sciences Managers,110,2009
5,"Judges, Magistrate Judges, and Magistrates",105,2009
5,Podiatrists,105,2009
5,Pharmacists,109,2009
5,"Education Administrators, Elementary and Secondary School",106,2009
5,"Economics Teachers, Postsecondary",108,2009
5,Marketing Managers,105,2009
5,Computer and Information Systems Managers,105,2009
5,Air Traffic Controllers,97,2009
5,"Engineering Teachers, Postsecondary",108,2009
5,Architectural and Engineering Managers,105,2009
5,Petroleum Engineers,105,2009
5,"Law Teachers, Postsecondary",113,2009
5,"Dentists, General",103,2009
5,"Pediatricians, General",108,2009
5,"Dentists, All Other Specialists",145,2009
5,Chief Executives,111,2009
5,Prosthodontists,74,2009
5,Family and General Practitioners,110,2009
5,Psychiatrists,111,2009
1,"Combined Food Preparation and Serving Workers, Including Fast Food",116,2012
1,Shampooers,111,2012
1,"Cooks, Fast Food",114,2012
1,Dishwashers,113,2012
1,Dining Room and Cafeteria Attendants and Bartender Helpers,115,2012
1,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",110,2012
1,Waiters and Waitresses,117,2012
1,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",111,2012
1,Gaming Dealers,119,2012
1,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",110,2012
1,Amusement and Recreation Attendants,111,2012
1,"Ushers, Lobby Attendants, and Ticket Takers",115,2012
1,Models,83,2012
1,Bartenders,111,2012
1,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",105,2012
1,Cashiers,111,2012
1,"Locker Room, Coatroom, and Dressing Room Attendants",100,2012
1,"Graders and Sorters, Agricultural Products",107,2012
1,Manicurists and Pedicurists,96,2012
1,Food Preparation Workers,106,2012
1,Childcare Workers,106,2012
1,Parking Lot Attendants,108,2012
1,Maids and Housekeeping Cleaners,107,2012
1,"Food Servers, Nonrestaurant",104,2012
1,Nonfarm Animal Caretakers,104,2012
1,"Pressers, Textile, Garment, and Related Materials",107,2012
1,"Cooks, Short Order",106,2012
1,Legislators,122,2012
1,Motion Picture Projectionists,108,2012
1,Cleaners of Vehicles and Equipment,106,2012
1,Personal Care Aides,108,2012
1,"Packers and Packagers, Hand",109,2012
1,Laundry and Dry-Cleaning Workers,108,2012
1,Baggage Porters and Bellhops,104,2012
1,Automotive and Watercraft Service Attendants,110,2012
1,"Food Preparation and Serving Related Workers, All Other",109,2012
1,"Hotel, Motel, and Resort Desk Clerks",107,2012
1,"Personal Care and Service Workers, All Other",107,2012
1,Home Health Aides,104,2012
1,Retail Salespersons,105,2012
1,Sewing Machine Operators,110,2012
1,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",111,2012
1,"Transportation attendants, except flight attendants and baggage porters",106,2012
1,Gaming and Sports Book Writers and Runners,113,2012
1,Pharmacy Aides,112,2012
1,"Cooks, Restaurant",104,2012
1,Stock Clerks and Order Fillers,108,2012
2,"Farmworkers, Farm, Ranch, and Aquacultural Animals",108,2012
2,Recreation Workers,105,2012
2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",107,2012
2,Telemarketers,104,2012
2,Funeral Attendants,108,2012
2,Driver/Sales Workers,106,2012
2,"Hairdressers, Hairstylists, and Cosmetologists",102,2012
2,Helpers--Production Workers,108,2012
2,"Sewers, Hand",109,2012
2,Taxi Drivers and Chauffeurs,110,2012
2,"Meat, Poultry, and Fish Cutters and Trimmers",108,2012
2,"Cooks, Institution and Cafeteria",107,2012
2,rc_Photographic processing machine operators/Photographic process workers,109,2012
2,Veterinary Assistants and Laboratory Animal Caretakers,111,2012
2,Counter and Rental Clerks,115,2012
2,Bakers,102,2012
2,"Cooks, All Other",105,2012
2,"Umpires, Referees, and Other Sports Officials",94,2012
2,Helpers--Roofers,102,2012
2,Tire Repairers and Changers,107,2012
2,"Library Assistants, Clerical",105,2012
2,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",111,2012
2,"Cooks, Private Household",97,2012
2,"Gaming Service Workers, All Other",102,2012
2,Landscaping and Groundskeeping Workers,106,2012
2,Floral Designers,106,2012
2,Demonstrators and Product Promoters,106,2012
2,Physical Therapist Aides,104,2012
2,"Laborers and Freight, Stock, and Material Movers, Hand",109,2012
2,Crossing Guards,108,2012
2,Tour guides and escorts,108,2012
2,Shoe and Leather Workers and Repairers,111,2012
2,"Textile Cutting Machine Setters, Operators, and Tenders",107,2012
2,Bicycle Repairers,111,2012
2,"Helpers--Installation, Maintenance, and Repair Workers",106,2012
2,Textile Bleaching and Dyeing Machine Operators and Tenders,102,2012
2,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",109,2012
2,Shoe Machine Operators and Tenders,100,2012
2,Forest and Conservation Workers,119,2012
2,Slaughterers and Meat Packers,108,2012
2,rc_Orderlies/Nursing Assistants,105,2012
2,Residential Advisors,106,2012
2,"Cutters and Trimmers, Hand",105,2012
2,Psychiatric Aides,96,2012
2,Gaming Cage Workers,105,2012
2,Gaming Change Persons and Booth Cashiers,118,2012
2,"rc_Security guards/Protective service workers, all other/Security Guards/Transportation Security Screeners",109,2012
2,Tellers,109,2012
2,Barbers,107,2012
2,"Entertainment Attendants and Related Workers, All Other",133,2012
2,"Agricultural Workers, All Other",97,2012
2,Animal Trainers,97,2012
2,"Switchboard Operators, Including Answering Service",108,2012
2,Couriers and Messengers,114,2012
2,Helpers--Carpenters,105,2012
2,"Helpers, Construction Trades, All Other",107,2012
2,Timing Device Assemblers and Adjusters,90,2012
2,Agricultural Equipment Operators,122,2012
2,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",111,2012
2,Packaging and Filling Machine Operators and Tenders,109,2012
2,"Assemblers and Fabricators, All Other",93,2012
2,"Textile, Apparel, and Furnishings Workers, All Other",109,2012
2,Receptionists and Information Clerks,110,2012
2,File Clerks,114,2012
2,"Sawing Machine Setters, Operators, and Tenders, Wood",105,2012
2,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",114,2012
2,Public Address System and Other Announcers,101,2012
2,Dietetic Technicians,106,2012
2,"Tailors, Dressmakers, and Custom Sewers",109,2012
2,Food Cooking Machine Operators and Tenders,118,2012
2,"rc_Production Workers, All Other/Food Processing Workers, All Other",103,2012
2,"Religious Workers, All Other",99,2012
2,Merchandise Displayers and Window Trimmers,106,2012
2,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",108,2012
2,Food Batchmakers,112,2012
2,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",105,2012
2,"Grounds Maintenance Workers, All Other",125,2012
2,Occupational Therapy Aides,103,2012
2,"Mail Clerks and Mail Machine Operators, Except Postal Service",110,2012
2,"Motor Vehicle Operators, All Other",111,2012
2,"Fabric Menders, Except Garment",96,2012
2,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",112,2012
2,"Preschool Teachers, Except Special Education",117,2012
2,Machine Feeders and Offbearers,114,2012
2,Concierges,107,2012
2,"Woodworkers, All Other",117,2012
2,"Office Clerks, General",112,2012
2,"Building Cleaning Workers, All Other",102,2012
2,Team Assemblers,112,2012
2,Helpers--Electricians,111,2012
2,"Painting, Coating, and Decorating Workers",120,2012
2,"Grinding and Polishing Workers, Hand",112,2012
2,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",107,2012
2,"Office Machine Operators, Except Computer",111,2012
2,Radio and Television Announcers,108,2012
2,Data Entry Keyers,110,2012
2,Manufactured Building and Mobile Home Installers,105,2012
2,"Bus Drivers, School or Special Client",109,2012
2,Cooling and Freezing Equipment Operators and Tenders,119,2012
2,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",107,2012
2,Coaches and Scouts,102,2012
2,Etchers and Engravers,107,2012
2,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",112,2012
2,Photographers,103,2012
2,Butchers and Meat Cutters,104,2012
2,Furniture Finishers,110,2012
2,Ophthalmic Laboratory Technicians,108,2012
2,Skincare Specialists,105,2012
2,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",108,2012
2,Electrical and Electronic Equipment Assemblers,109,2012
2,"Model Makers, Wood",96,2012
2,Fiberglass Laminators and Fabricators,108,2012
2,Social and Human Service Assistants,108,2012
2,"Shipping, Receiving, and Traffic Clerks",107,2012
2,First-Line Supervisors of Food Preparation and Serving Workers,104,2012
2,"Molders, Shapers, and Casters, Except Metal and Plastic",110,2012
2,Pharmacy Technicians,110,2012
2,Medical Assistants,107,2012
2,Light Truck or Delivery Services Drivers,111,2012
2,Dancers,132,2012
2,Order Clerks,110,2012
2,Parts Salespersons,105,2012
3,Craft Artists,113,2012
3,Gaming Surveillance Officers and Gaming Investigators,108,2012
3,Conveyor Operators and Tenders,106,2012
3,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",109,2012
3,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",107,2012
3,rc_Bookbinders/Bindery workers,111,2012
3,Adhesive Bonding Machine Operators and Tenders,113,2012
3,"Interviewers, Except Eligibility and Loan",109,2012
3,Upholsterers,107,2012
3,Construction Laborers,110,2012
3,Psychiatric Technicians,101,2012
3,Pest Control Workers,104,2012
3,Fence Erectors,113,2012
3,Industrial Truck and Tractor Operators,108,2012
3,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",106,2012
3,Veterinary Technologists and Technicians,108,2012
3,Outdoor Power Equipment and Other Small Engine Mechanics,109,2012
3,Foundry Mold and Coremakers,105,2012
3,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",111,2012
3,Customer Service Representatives,105,2012
3,Musical Instrument Repairers and Tuners,96,2012
3,Library Technicians,111,2012
3,Farm labor contractors,102,2012
3,Travel guides,100,2012
3,Medical Equipment Preparers,114,2012
3,"Coil Winders, Tapers, and Finishers",114,2012
3,"Transportation Workers, All Other",96,2012
3,Cabinetmakers and Bench Carpenters,111,2012
3,Emergency Medical Technicians and Paramedics,109,2012
3,"Metal Workers and Plastic Workers, All Other",95,2012
3,"Coin, Vending, and Amusement Machine Servicers and Repairers",107,2012
3,"rc_Healthcare Support Workers, All Other/Phlebotomists",110,2012
3,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",112,2012
3,Medical Secretaries,108,2012
3,"Electronic Equipment Installers and Repairers, Motor Vehicles",111,2012
3,"Cutting and Slicing Machine Setters, Operators, and Tenders",110,2012
3,Electromechanical Equipment Assemblers,110,2012
3,Helpers--Extraction Workers,105,2012
3,Teacher Assistants,110,2012
3,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",110,2012
3,Animal Control Workers,108,2012
3,Fitness Trainers and Aerobics Instructors,115,2012
3,New Accounts Clerks,107,2012
3,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",111,2012
3,"rc_Financial Clerks, All Other/Office and Administrative Support Workers, All Other",112,2012
3,"Rock Splitters, Quarry",115,2012
3,Tree Trimmers and Pruners,108,2012
3,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",112,2012
3,"Insulation Workers, Floor, Ceiling, and Wall",103,2012
3,Slot Supervisors,136,2012
3,"Entertainers and Performers, Sports and Related Workers, All Other",111,2012
3,Reservation and Transportation Ticket Agents and Travel Clerks,109,2012
3,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",115,2012
3,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",109,2012
3,Bill and Account Collectors,108,2012
3,Automotive Glass Installers and Repairers,104,2012
3,"rc_Sales and Related Workers, All Other/Fundraisers",94,2012
3,Proofreaders and Copy Markers,113,2012
3,Telephone Operators,104,2012
3,Log Graders and Scalers,102,2012
3,Refuse and Recyclable Material Collectors,112,2012
3,Semiconductor Processors,104,2012
3,Motorcycle Mechanics,109,2012
3,Floor Sanders and Finishers,106,2012
3,"Opticians, Dispensing",106,2012
3,Logging Equipment Operators,108,2012
3,Fishers and Related Fishing Workers,120,2012
3,Billing and Posting Clerks,112,2012
3,"Credit Authorizers, Checkers, and Clerks",113,2012
3,Segmental Pavers,128,2012
3,Tax Preparers,118,2012
