3,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",100,106,115
3,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",100,105,109
3,Bill and Account Collectors,100,103,108
3,Automotive Glass Installers and Repairers,100,105,104
3,"rc_Sales and Related Workers, All Other/Fundraisers",100,101,94
3,Proofreaders and Copy Markers,100,106,113
3,Telephone Operators,100,97,104
3,Log Graders and Scalers,100,105,102
3,Refuse and Recyclable Material Collectors,100,109,112
3,Semiconductor Processors,100,99,104
3,Motorcycle Mechanics,100,105,109
3,Floor Sanders and Finishers,100,105,106
3,"Opticians, Dispensing",100,104,106
3,Logging Equipment Operators,100,103,108
3,Fishers and Related Fishing Workers,100,84,120
3,Billing and Posting Clerks,100,106,112
3,"Credit Authorizers, Checkers, and Clerks",100,108,113
3,Segmental Pavers,100,105,128
3,Tax Preparers,100,105,118
3,"Mixing and Blending Machine Setters, Operators, and Tenders",100,106,112
3,Rehabilitation Counselors,100,105,114
3,Forest and Conservation Technicians,100,98,101
3,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",100,104,112
3,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",100,103,112
3,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",100,104,109
3,Medical Transcriptionists,100,104,109
3,Septic Tank Servicers and Sewer Pipe Cleaners,100,102,104
3,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",100,107,113
3,"Pourers and Casters, Metal",100,107,108
3,Agricultural and Food Science Technicians,100,102,101
3,"Roustabouts, Oil and Gas",100,112,120
3,Medical Records and Health Information Technicians,100,107,117
3,Animal Breeders,100,112,129
3,"Logging Workers, All Other",100,107,106
3,"Tool Grinders, Filers, and Sharpeners",100,107,111
3,"Inspectors, Testers, Sorters, Samplers, and Weighers",100,107,114
3,Dental Assistants,100,105,109
3,Recreational Vehicle Service Technicians,100,101,109
3,Paperhangers,100,108,100
3,Travel Agents,100,102,115
3,rc_Job printers/Printing machine operators,100,105,109
3,"Paper Goods Machine Setters, Operators, and Tenders",100,106,108
3,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",100,106,112
3,Farm Equipment Mechanics and Service Technicians,100,107,113
3,"Court, Municipal, and License Clerks",100,104,108
3,"Construction and Related Workers, All Other",100,109,112
3,Electronic Home Entertainment Equipment Installers and Repairers,100,103,112
3,First-Line Supervisors of Personal Service Workers,100,104,104
3,"Bookkeeping, Accounting, and Auditing Clerks",100,106,111
3,Home Appliance Repairers,100,102,105
3,"Painters, Construction and Maintenance",100,105,110
3,Motorboat Operators,100,102,108
3,"Maintenance and repair workers, general",100,106,108
3,Fallers,100,107,118
3,Highway Maintenance Workers,100,105,108
3,Word Processors and Typists,100,107,116
3,Self-Enrichment Education Teachers,100,105,102
3,First-Line Supervisors of Housekeeping and Janitorial Workers,100,106,108
3,Loan Interviewers and Clerks,100,105,111
3,Jewelers and Precious Stone and Metal Workers,100,109,113
3,rc_Solar Photovoltaic Installers/Roofers,100,102,107
3,"Floor Layers, Except Carpet, Wood, and Hard Tiles",100,103,101
3,Motorboat Mechanics and Service Technicians,100,104,104
3,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",100,108,116
3,"Computer-Controlled Machine Tool Operators, Metal and Plastic",100,106,109
3,Parking Enforcement Workers,100,111,113
3,"Dispatchers, Except Police, Fire, and Ambulance",100,104,108
3,Insurance Claims and Policy Processing Clerks,100,106,111
3,Cement Masons and Concrete Finishers,100,105,106
3,Structural Metal Fabricators and Fitters,100,109,115
3,Forest Fire Inspectors and Prevention Specialists,100,105,114
3,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",100,109,112
3,"Paving, Surfacing, and Tamping Equipment Operators",100,105,111
3,Reporters and Correspondents,100,99,103
3,"Meter Readers, Utilities",100,108,113
3,Massage Therapists,100,101,103
3,Dental Laboratory Technicians,100,104,108
3,Medical Appliance Technicians,100,107,111
3,Mechanical Door Repairers,100,109,113
3,Engine and Other Machine Assemblers,100,110,115
3,Correspondence Clerks,100,108,123
3,Pipelayers,100,107,116
3,"Electric Motor, Power Tool, and Related Repairers",100,106,106
3,"Police, Fire, and Ambulance Dispatchers",100,107,111
3,"Welders, Cutters, Solderers, and Brazers",100,108,113
3,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",100,104,113
3,"Bus Drivers, Transit and Intercity",100,103,110
3,"Education, Training, and Library Workers, All Other",100,110,111
3,"Computer, Automated Teller, and Office Machine Repairers",100,101,99
3,Automotive Service Technicians and Mechanics,100,104,107
3,Carpet Installers,100,103,102
3,Costume Attendants,100,100,140
3,First-Line Supervisors of Retail Sales Workers,100,101,107
3,Bailiffs,100,103,100
3,"rc_Installation, Maintenance, and Repair Workers, All Other/Wind Turbine Service Technicians",100,108,112
3,Desktop Publishers,100,103,104
3,Tile and Marble Setters,100,101,96
3,Plasterers and Stucco Masons,100,104,102
3,Social Science Research Assistants,100,105,104
3,Dredge Operators,100,101,109
3,Drywall and Ceiling Tile Installers,100,102,102
3,Medical and Clinical Laboratory Technicians,100,105,109
3,Flight attendants,100,128,119
3,"Information and Record Clerks, All Other",100,111,116
3,Prepress technicians and workers,100,105,110
3,"Directors, Religious Activities and Education",100,102,105
3,"Material Moving Workers, All Other",100,104,122
3,Stonemasons,100,100,101
3,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",100,109,115
3,"Human Resources Assistants, Except Payroll and Timekeeping",100,105,107
3,Locksmiths and Safe Repairers,100,108,113
3,Hazardous Materials Removal Workers,100,103,103
3,Glaziers,100,101,107
3,Watch Repairers,100,114,114
3,Payroll and Timekeeping Clerks,100,106,111
3,Broadcast Technicians,100,102,117
3,Camera and Photographic Equipment Repairers,100,99,106
3,Choreographers,100,106,107
3,Sailors and Marine Oilers,100,110,117
3,Heavy and Tractor-Trailer Truck Drivers,100,104,106
3,Museum Technicians and Conservators,100,105,108
3,Procurement Clerks,100,106,112
3,Excavating and Loading Machine and Dragline Operators,100,106,112
3,Automotive Body and Related Repairers,100,106,108
3,Traffic Technicians,100,106,99
3,Computer Operators,100,104,111
3,Substance Abuse and Behavioral Disorder Counselors,100,106,108
3,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",100,104,107
3,Fabric and Apparel Patternmakers,100,109,108
3,"Extraction Workers, All Other",100,102,100
3,Metal-Refining Furnace Operators and Tenders,100,110,112
3,Correctional Officers and Jailers,100,106,106
3,Real Estate Sales Agents,100,99,96
3,"Insulation Workers, Mechanical",100,101,107
4,Credit Counselors,100,102,108
4,"rc_Ophthalmic Medical Technicians/Genetic Counselors/Hearing Aid Specialists/Health Technologists and Technicians, All Other",100,105,108
4,Machinists,100,107,112
4,"Painters, Transportation Equipment",100,106,110
4,Surveying and Mapping Technicians,100,111,118
4,Cargo and Freight Agents,100,100,107
4,Biological Technicians,100,102,105
4,Terrazzo Workers and Finishers,100,111,116
4,Statistical Assistants,100,110,122
4,"Patternmakers, Wood",100,99,123
4,Carpenters,100,105,106
4,Hoist and Winch Operators,100,107,115
4,Mental Health and Substance Abuse Social Workers,100,104,109
4,Athletes and Sports Competitors,100,105,104
4,Mental Health Counselors,100,106,111
4,"Communications Equipment Operators, All Other",100,112,119
4,"Camera Operators, Television, Video, and Motion Picture",100,103,96
4,"Eligibility Interviewers, Government Programs",100,103,104
4,"Maintenance Workers, Machinery",100,106,114
4,"Earth Drillers, Except Oil and Gas",100,108,112
4,Security and Fire Alarm Systems Installers,100,107,116
4,Tire Builders,100,94,99
4,"Rail Yard Engineers, Dinkey Operators, and Hostlers",100,85,106
4,"Environmental Science and Protection Technicians, Including Health",100,104,105
4,"Refractory Materials Repairers, Except Brickmasons",100,101,101
4,"Child, Family, and School Social Workers",100,103,108
4,Licensed Practical and Licensed Vocational Nurses,100,105,109
4,Graduate Teaching Assistants,100,112,111
4,Surgical Technologists,100,105,111
4,Audio and Video Equipment Technicians,100,108,116
4,Operating Engineers and Other Construction Equipment Operators,100,104,110
4,"Title Examiners, Abstractors, and Searchers",100,104,113
4,"Service Unit Operators, Oil, Gas, and Mining",100,111,121
4,"rc_Community and social service specialists, all other/Health Educators/Community Health Workers",100,103,108
4,"Layout Workers, Metal and Plastic",100,105,119
4,Radio Operators,100,107,105
4,Athletic Trainers,100,108,110
4,Actors,100,113,142
4,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",100,106,109
4,Legal Secretaries,100,106,109
4,Agricultural Inspectors,100,104,106
4,Embalmers,100,110,115
4,Recreational Therapists,100,107,114
4,Bus and Truck Mechanics and Diesel Engine Specialists,100,104,110
4,Brokerage Clerks,100,108,114
4,"Patternmakers, Metal and Plastic",100,101,117
4,Chefs and Head Cooks,100,108,114
4,Riggers,100,107,108
4,Water and Wastewater Treatment Plant and System Operators,100,107,115
4,"rc_Teachers and Instructors, All Other/Substitute Teachers/Special Education Teachers, All Other",100,105,107
4,Chemical Technicians,100,103,105
4,"Life, Physical, and Social Science Technicians, All Other",100,110,113
4,Sheet Metal Workers,100,104,110
4,Audio-Visual and Multimedia Collections Specialists,100,103,102
4,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",100,107,114
4,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100,105,113
4,"Production, Planning, and Expediting Clerks",100,105,110
4,"Counselors, All Other",100,107,113
4,"Radio, Cellular, and Tower Equipment Installers and Repairers",100,104,112
4,"Education Administrators, Preschool and Childcare Center/Program",100,106,114
4,Clergy,100,106,109
4,"Tank Car, Truck, and Ship Loaders",100,118,133
4,Graphic Designers,100,105,107
4,Medical Equipment Repairers,100,105,111
4,"Pump Operators, Except Wellhead Pumpers",100,101,114
4,"Fine Artists, Including Painters, Sculptors, and Illustrators",100,105,107
4,Locomotive Firers,100,104,99
4,Survey Researchers,100,96,122
4,"Media and Communication Workers, All Other",100,102,108
4,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",100,106,111
4,Firefighters,100,104,105
4,Tapers,100,106,108
4,"Designers, All Other",100,101,104
4,Environmental Engineering Technicians,100,104,111
4,Interpreters and Translators,100,109,121
4,Wellhead Pumpers,100,105,124
4,Private Detectives and Investigators,100,112,122
4,"Meeting, Convention, and Event Planners",100,103,105
4,"First-Line Supervisors of Protective Service Workers, All Other",100,103,107
4,"Model Makers, Metal and Plastic",100,102,113
4,Reinforcing Iron and Rebar Workers,100,104,121
4,Rail-Track Laying and Maintenance Equipment Operators,100,108,109
4,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",100,108,108
4,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",100,100,101
4,Bridge and Lock Tenders,100,108,117
4,"Mobile Heavy Equipment Mechanics, Except Engines",100,106,111
4,"Drafters, All Other",100,101,103
4,Structural Iron and Steel Workers,100,106,109
4,"Healthcare Practitioners and Technical Workers, All Other",100,110,114
4,Advertising Sales Agents,100,101,108
4,Sound Engineering Technicians,100,100,100
4,Computer support specialists,100,104,109
4,Brickmasons and Blockmasons,100,106,105
4,Marriage and Family Therapists,100,108,107
4,Farm and Home Management Advisors,100,106,112
4,Respiratory Therapy Technicians,100,110,115
4,Lodging Managers,100,105,106
4,"Mining Machine Operators, All Other",100,108,116
4,Commercial Divers,100,126,113
4,"Derrick Operators, Oil and Gas",100,114,124
4,Industrial Machinery Mechanics,100,105,111
4,rc_Law clerks/Paralegals and legal assistants/Judicial Law Clerks,100,104,106
4,Tool and Die Makers,100,104,104
4,Chemical Equipment Operators and Tenders,100,102,107
4,Crane and Tower Operators,100,110,117
4,Archivists,100,108,110
4,Music Directors and Composers,100,112,118
4,Occupational Health and Safety Technicians,100,102,108
4,Executive Secretaries and Executive Administrative Assistants,100,108,123
4,Civil Engineering Technicians,100,108,112
4,Interior Designers,100,105,108
4,Architectural and Civil Drafters,100,105,111
4,Aircraft Cargo Handling Supervisors,100,113,127
4,Mine Cutting and Channeling Machine Operators,100,108,120
4,Food Service Managers,100,106,108
4,"Vocational Education Teachers, Postsecondary",100,105,105
4,Fish and Game Wardens,100,102,100
4,Airfield Operations Specialists,100,109,126
4,Court Reporters,100,105,106
4,Insurance Sales Agents,100,103,109
4,Probation Officers and Correctional Treatment Specialists,100,105,108
4,"Loading Machine Operators, Underground Mining",100,114,124
4,Pile-Driver Operators,100,97,102
4,Rail Car Repairers,100,103,108
4,Adult Basic and Secondary Education and Literacy Teachers and Instructors,100,103,109
4,"Explosives Workers, Ordnance Handling Experts, and Blasters",100,102,117
4,Musicians and Singers,100,112,118
4,"Plumbers, Pipefitters, and Steamfitters",100,105,111
4,"Rotary Drill Operators, Oil and Gas",100,122,113
4,Gaming Supervisors,100,112,115
4,First-Line Supervisors of Office and Administrative Support Workers,100,105,110
4,Millwrights,100,104,107
4,Appraisers and Assessors of Real Estate,100,104,107
4,Curators,100,104,108
4,Healthcare Social Workers,100,104,112
4,Electricians,100,105,111
4,Set and Exhibit Designers,100,105,116
4,Mechanical Drafters,100,107,113
4,"Tax Examiners and Collectors, and Revenue Agents",100,103,107
4,"rc_Therapists, All Other/Exercise Physiologists",100,102,101
4,"Sales Representatives, Services, All Other",100,102,105
4,"Control and Valve Installers and Repairers, Except Mechanical Door",100,102,110
4,Industrial Engineering Technicians,100,98,107
4,Gas Compressor and Gas Pumping Station Operators,100,108,113
4,"Electrical and Electronics Installers and Repairers, Transportation Equipment",100,104,117
4,Film and Video Editors,100,106,107
4,"Railroad Brake, Signal, and Switch Operators",100,94,100
4,Telecommunications Line Installers and Repairers,100,104,109
4,"Wholesale and Retail Buyers, Except Farm Products",100,104,110
4,Electro-Mechanical Technicians,100,103,111
4,Continuous Mining Machine Operators,100,107,118
4,Mechanical Engineering Technicians,100,104,110
4,Cardiovascular Technologists and Technicians,100,107,116
4,Mine Shuttle Car Operators,100,111,127
4,Physical Therapist Assistants,100,109,118
4,"Precision Instrument and Equipment Repairers, All Other",100,106,110
4,Locomotive Engineers,100,83,91
4,"rc_Morticians, Undertakers, and Funeral Directors/Funeral Service Managers",100,108,104
4,Historians,100,100,103
4,"Property, Real Estate, and Community Association Managers",100,111,120
4,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",100,108,112
4,"Legal Support Workers, All Other",100,107,109
4,Geological and Petroleum Technicians,100,104,103
4,Forensic Science Technicians,100,108,111
4,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",100,120,121
4,Postal Service Clerks,100,117,118
4,"Plant and System Operators, All Other",100,106,114
4,Occupational Therapy Assistants,100,112,118
4,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,100,105,107
4,Construction and Building Inspectors,100,107,111
4,Stationary Engineers and Boiler Operators,100,108,112
4,"Educational, Guidance, School, and Vocational Counselors",100,106,108
4,Editors,100,105,111
4,Fire Inspectors and Investigators,100,106,106
4,First-Line Supervisors of Production and Operating Workers,100,107,111
4,Public Relations Specialists,100,104,109
4,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",100,100,107
4,"Roof Bolters, Mining",100,110,126
4,Chemical Plant and System Operators,100,107,107
4,"Telecommunications Equipment Installers and Repairers, Except Line Installers",100,103,101
4,"Social Workers, All Other",100,108,119
4,Railroad Conductors and Yardmasters,100,92,93
4,"Rail Transportation Workers, All Other",100,111,140
4,Transit and Railroad Police,100,110,119
4,Aircraft Mechanics and Service Technicians,100,108,113
4,Dietitians and Nutritionists,100,106,113
4,Police and Sheriff's Patrol Officers,100,107,111
4,Avionics Technicians,100,105,115
4,Librarians,100,105,109
4,Broadcast News Analysts,100,103,113
4,Signal and Track Switch Repairers,100,101,108
4,"rc_Employment, recruitment, and placement specialists/Human resources, training, and labor relations specialists, all other/Labor Relations Specialists/Human Resources Specialists",100,104,112
4,Electrical and Electronics Drafters,100,106,113
4,"Buyers and Purchasing Agents, Farm Products",100,110,115
4,Respiratory Therapists,100,107,112
4,Training and development specialists,100,105,113
4,Writers and Authors,100,106,110
4,Foresters,100,103,107
4,rc_Magnetic Resonance Imaging Technologists/Radiologic Technologists,100,106,112
4,"Mathematical Science Occupations, All Other",100,89,104
4,Surveyors,100,105,109
4,Postal Service Mail Carriers,100,117,127
4,Boilermakers,100,111,112
4,Mathematical Technicians,100,107,147
4,Anthropologists and Archeologists,100,101,108
4,Cartographers and Photogrammetrists,100,106,115
4,Medical and Clinical Laboratory Technologists,100,107,111
4,Zoologists and Wildlife Biologists,100,103,105
4,Electrical and Electronics Engineering Technicians,100,105,111
4,First-Line Supervisors of Correctional Officers,100,104,104
4,Food Scientists and Technologists,100,103,100
4,Real Estate Brokers,100,95,99
4,"Insurance Appraisers, Auto Damage",100,108,114
4,Soil and Plant Scientists,100,102,101
4,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",100,104,112
4,Cost Estimators,100,104,107
4,"Compensation, benefits, and job analysis specialists",100,107,113
4,"Engineering Technicians, Except Drafters, All Other",100,103,106
4,Commercial and Industrial Designers,100,103,105
4,First-Line Supervisors of Construction Trades and Extraction Workers,100,104,107
4,Emergency management specialists,100,109,124
4,Loan Officers,100,104,113
4,"Artists and Related Workers, All Other",100,119,134
4,Social and Community Service Managers,100,104,110
4,"Claims Adjusters, Examiners, and Investigators",100,107,112
