Quintile,Job,2007,2009,2012
1,"Combined Food Preparation and Serving Workers, Including Fast Food",100,109,116
1,Shampooers,100,109,111
1,"Cooks, Fast Food",100,110,114
1,Dishwashers,100,108,113
1,Dining Room and Cafeteria Attendants and Bartender Helpers,100,110,115
1,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",100,108,110
1,Waiters and Waitresses,100,112,117
1,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",100,108,111
1,Gaming Dealers,100,109,119
1,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",100,109,110
1,Amusement and Recreation Attendants,100,108,111
1,"Ushers, Lobby Attendants, and Ticket Takers",100,111,115
1,Models,100,121,83
1,Bartenders,100,107,111
1,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",100,104,105
1,Cashiers,100,104,111
1,"Locker Room, Coatroom, and Dressing Room Attendants",100,103,100
1,"Graders and Sorters, Agricultural Products",100,106,107
1,Manicurists and Pedicurists,100,99,96
1,Food Preparation Workers,100,105,106
1,Childcare Workers,100,105,106
1,Parking Lot Attendants,100,107,108
1,Maids and Housekeeping Cleaners,100,105,107
1,"Food Servers, Nonrestaurant",100,104,104
1,Nonfarm Animal Caretakers,100,104,104
1,"Pressers, Textile, Garment, and Related Materials",100,105,107
1,"Cooks, Short Order",100,105,106
1,Legislators,100,116,122
1,Motion Picture Projectionists,100,111,108
1,Cleaners of Vehicles and Equipment,100,105,106
1,Personal Care Aides,100,106,108
1,"Packers and Packagers, Hand",100,106,109
1,Laundry and Dry-Cleaning Workers,100,105,108
1,Baggage Porters and Bellhops,100,104,104
1,Automotive and Watercraft Service Attendants,100,105,110
1,"Food Preparation and Serving Related Workers, All Other",100,107,109
1,"Hotel, Motel, and Resort Desk Clerks",100,105,107
1,"Personal Care and Service Workers, All Other",100,105,107
1,Home Health Aides,100,102,104
1,Retail Salespersons,100,101,105
1,Sewing Machine Operators,100,105,110
1,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",100,110,111
1,"Transportation attendants, except flight attendants and baggage porters",100,101,106
1,Gaming and Sports Book Writers and Runners,100,106,113
1,Pharmacy Aides,100,106,112
1,"Cooks, Restaurant",100,105,104
1,Stock Clerks and Order Fillers,100,102,108
2,"Farmworkers, Farm, Ranch, and Aquacultural Animals",100,107,108
2,Recreation Workers,100,105,105
2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",100,106,107
2,Telemarketers,100,102,104
2,Funeral Attendants,100,108,108
2,Driver/Sales Workers,100,106,106
2,"Hairdressers, Hairstylists, and Cosmetologists",100,105,102
2,Helpers--Production Workers,100,106,108
2,"Sewers, Hand",100,110,109
2,Taxi Drivers and Chauffeurs,100,105,110
2,"Meat, Poultry, and Fish Cutters and Trimmers",100,105,108
2,"Cooks, Institution and Cafeteria",100,106,107
2,rc_Photographic processing machine operators/Photographic process workers,100,103,109
2,Veterinary Assistants and Laboratory Animal Caretakers,100,105,111
2,Counter and Rental Clerks,100,106,115
2,Bakers,100,105,102
2,"Cooks, All Other",100,103,105
2,"Umpires, Referees, and Other Sports Officials",100,92,94
2,Helpers--Roofers,100,103,102
2,Tire Repairers and Changers,100,106,107
2,"Library Assistants, Clerical",100,103,105
2,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",100,105,111
2,"Cooks, Private Household",100,102,97
2,"Gaming Service Workers, All Other",100,103,102
2,Landscaping and Groundskeeping Workers,100,106,106
2,Floral Designers,100,104,106
2,Demonstrators and Product Promoters,100,100,106
2,Physical Therapist Aides,100,104,104
2,"Laborers and Freight, Stock, and Material Movers, Hand",100,106,109
2,Crossing Guards,100,106,108
2,Tour guides and escorts,100,107,108
2,Shoe and Leather Workers and Repairers,100,108,111
2,"Textile Cutting Machine Setters, Operators, and Tenders",100,105,107
2,Bicycle Repairers,100,108,111
2,"Helpers--Installation, Maintenance, and Repair Workers",100,105,106
2,Textile Bleaching and Dyeing Machine Operators and Tenders,100,99,102
2,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",100,105,109
2,Shoe Machine Operators and Tenders,100,108,100
2,Forest and Conservation Workers,100,125,119
2,Slaughterers and Meat Packers,100,104,108
2,rc_Orderlies/Nursing Assistants,100,104,105
2,Residential Advisors,100,105,106
2,"Cutters and Trimmers, Hand",100,104,105
2,Psychiatric Aides,100,101,96
2,Gaming Cage Workers,100,107,105
2,Gaming Change Persons and Booth Cashiers,100,106,118
2,"rc_Security guards/Protective service workers, all other/Security Guards/Transportation Security Screeners",100,106,109
2,Tellers,100,105,109
2,Barbers,100,103,107
2,"Entertainment Attendants and Related Workers, All Other",100,102,133
2,"Agricultural Workers, All Other",100,99,97
2,Animal Trainers,100,103,97
2,"Switchboard Operators, Including Answering Service",100,106,108
2,Couriers and Messengers,100,106,114
2,Helpers--Carpenters,100,106,105
2,"Helpers, Construction Trades, All Other",100,106,107
2,Timing Device Assemblers and Adjusters,100,99,90
2,Agricultural Equipment Operators,100,111,122
2,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",100,108,111
2,Packaging and Filling Machine Operators and Tenders,100,106,109
2,"Assemblers and Fabricators, All Other",100,100,93
2,"Textile, Apparel, and Furnishings Workers, All Other",100,107,109
2,Receptionists and Information Clerks,100,106,110
2,File Clerks,100,108,114
2,"Sawing Machine Setters, Operators, and Tenders, Wood",100,105,105
2,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",100,107,114
2,Public Address System and Other Announcers,100,105,101
2,Dietetic Technicians,100,109,106
2,"Tailors, Dressmakers, and Custom Sewers",100,111,109
2,Food Cooking Machine Operators and Tenders,100,103,118
2,"rc_Production Workers, All Other/Food Processing Workers, All Other",100,108,103
2,"Religious Workers, All Other",100,110,99
2,Merchandise Displayers and Window Trimmers,100,105,106
2,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",100,105,108
2,Food Batchmakers,100,102,112
2,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",100,106,105
2,"Grounds Maintenance Workers, All Other",100,112,125
2,Occupational Therapy Aides,100,99,103
2,"Mail Clerks and Mail Machine Operators, Except Postal Service",100,105,110
2,"Motor Vehicle Operators, All Other",100,108,111
2,"Fabric Menders, Except Garment",100,100,96
2,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",100,105,112
2,"Preschool Teachers, Except Special Education",100,106,117
2,Machine Feeders and Offbearers,100,110,114
2,Concierges,100,107,107
2,"Woodworkers, All Other",100,102,117
2,"Office Clerks, General",100,107,112
2,"Building Cleaning Workers, All Other",100,101,102
2,Team Assemblers,100,109,112
2,Helpers--Electricians,100,108,111
2,"Painting, Coating, and Decorating Workers",100,103,120
2,"Grinding and Polishing Workers, Hand",100,107,112
2,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",100,105,107
2,"Office Machine Operators, Except Computer",100,105,111
2,Radio and Television Announcers,100,106,108
2,Data Entry Keyers,100,107,110
2,Manufactured Building and Mobile Home Installers,100,108,105
2,"Bus Drivers, School or Special Client",100,106,109
2,Cooling and Freezing Equipment Operators and Tenders,100,112,119
2,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",100,105,107
2,Coaches and Scouts,100,102,102
2,Etchers and Engravers,100,105,107
2,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",100,108,112
2,Photographers,100,107,103
2,Butchers and Meat Cutters,100,105,104
2,Furniture Finishers,100,107,110
2,Ophthalmic Laboratory Technicians,100,106,108
2,Skincare Specialists,100,105,105
2,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",100,106,108
2,Electrical and Electronic Equipment Assemblers,100,108,109
2,"Model Makers, Wood",100,102,96
2,Fiberglass Laminators and Fabricators,100,107,108
2,Social and Human Service Assistants,100,105,108
2,"Shipping, Receiving, and Traffic Clerks",100,105,107
2,First-Line Supervisors of Food Preparation and Serving Workers,100,105,104
2,"Molders, Shapers, and Casters, Except Metal and Plastic",100,107,110
2,Pharmacy Technicians,100,105,110
2,Medical Assistants,100,104,107
2,Light Truck or Delivery Services Drivers,100,107,111
2,Dancers,100,128,132
2,Order Clerks,100,106,110
2,Parts Salespersons,100,100,105
3,Craft Artists,100,111,113
3,Gaming Surveillance Officers and Gaming Investigators,100,110,108
3,Conveyor Operators and Tenders,100,103,106
3,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",100,107,109
3,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",100,103,107
3,rc_Bookbinders/Bindery workers,100,107,111
3,Adhesive Bonding Machine Operators and Tenders,100,110,113
3,"Interviewers, Except Eligibility and Loan",100,105,109
3,Upholsterers,100,107,107
3,Construction Laborers,100,107,110
3,Psychiatric Technicians,100,95,101
3,Pest Control Workers,100,105,104
3,Fence Erectors,100,105,113
3,Industrial Truck and Tractor Operators,100,105,108
3,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",100,105,106
3,Veterinary Technologists and Technicians,100,105,108
3,Outdoor Power Equipment and Other Small Engine Mechanics,100,104,109
3,Foundry Mold and Coremakers,100,103,105
3,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",100,106,111
3,Customer Service Representatives,100,104,105
3,Musical Instrument Repairers and Tuners,100,102,96
3,Library Technicians,100,107,111
3,Farm labor contractors,100,102,102
3,Travel guides,100,102,100
3,Medical Equipment Preparers,100,107,114
3,"Coil Winders, Tapers, and Finishers",100,103,114
3,"Transportation Workers, All Other",100,99,96
3,Cabinetmakers and Bench Carpenters,100,106,111
3,Emergency Medical Technicians and Paramedics,100,106,109
3,"Metal Workers and Plastic Workers, All Other",100,98,95
3,"Coin, Vending, and Amusement Machine Servicers and Repairers",100,105,107
3,"rc_Healthcare Support Workers, All Other/Phlebotomists",100,106,110
3,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",100,107,112
3,Medical Secretaries,100,104,108
3,"Electronic Equipment Installers and Repairers, Motor Vehicles",100,100,111
3,"Cutting and Slicing Machine Setters, Operators, and Tenders",100,104,110
3,Electromechanical Equipment Assemblers,100,107,110
3,Helpers--Extraction Workers,100,116,105
3,Teacher Assistants,100,106,110
3,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",100,106,110
3,Animal Control Workers,100,108,108
3,Fitness Trainers and Aerobics Instructors,100,111,115
3,New Accounts Clerks,100,103,107
3,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",100,110,111
3,"rc_Financial Clerks, All Other/Office and Administrative Support Workers, All Other",100,104,112
3,"Rock Splitters, Quarry",100,103,115
3,Tree Trimmers and Pruners,100,102,108
3,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",100,108,112
3,"Insulation Workers, Floor, Ceiling, and Wall",100,104,103
3,Slot Supervisors,100,109,136
3,"Entertainers and Performers, Sports and Related Workers, All Other",100,106,111
3,Reservation and Transportation Ticket Agents and Travel Clerks,100,105,109
